Season,Team,FT_Result,GHome,GConHome,Win,Draw,Lose,GAway,GConAway,W,D,L,Points,GF,GA,GD,MP
10/11,Milan,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
10/11,Roma,Home Win,0,0,0,0,1,3,5,0,0,0,0,3,5,-2,1
10/11,Chievo,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
10/11,Palermo,Away Win,0,0,1,0,0,4,2,3,0,0,3,4,2,2,1
10/11,Cesena,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
10/11,Fiorentina,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
10/11,Parma,Home Win,0,0,0,0,1,0,4,0,0,0,0,0,4,-4,1
10/11,Napoli,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
10/11,Genoa,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Lazio,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
10/11,Chievo,Home Win,0,0,0,0,1,1,4,0,0,0,0,1,4,-3,1
10/11,Lecce,Home Win,0,0,0,0,1,2,3,0,0,0,0,2,3,-1,1
10/11,Udinese,Away Win,0,0,1,0,0,3,0,3,0,0,3,3,0,3,1
10/11,Inter,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Fiorentina,Away Win,0,0,1,0,0,4,2,3,0,0,3,4,2,2,1
10/11,Bologna,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
10/11,Inter,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
10/11,Genoa,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
10/11,Palermo,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Cagliari,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Milan,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
10/11,Sampdoria,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Roma,Home Win,0,0,0,0,1,3,4,0,0,0,0,3,4,-1,1
10/11,Bari,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Juventus,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
10/11,Catania,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Cesena,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
10/11,Brescia,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Roma,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
10/11,Bologna,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
10/11,Fiorentina,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
10/11,Lecce,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
10/11,Lazio,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Genoa,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
10/11,Chievo,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Udinese,Away Win,0,0,1,0,0,7,0,3,0,0,3,7,0,7,1
10/11,Parma,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
10/11,Inter,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
10/11,Napoli,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
10/11,Roma,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
10/11,Milan,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
10/11,Cagliari,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
10/11,Parma,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Catania,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
10/11,Genoa,Home Win,0,0,0,0,1,2,5,0,0,0,0,2,5,-3,1
10/11,Palermo,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
10/11,Brescia,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Cesena,Away Win,0,0,1,0,0,3,2,3,0,0,3,3,2,1,1
10/11,Bari,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Inter,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
10/11,Juventus,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
10/11,Udinese,Away Win,0,0,1,0,0,4,0,3,0,0,3,4,0,4,1
10/11,Sampdoria,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Fiorentina,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
10/11,Palermo,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Bologna,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
10/11,Bari,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
10/11,Napoli,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
10/11,Lazio,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
10/11,Cesena,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Milan,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Chievo,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
10/11,Genoa,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
10/11,Roma,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
10/11,Lecce,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Brescia,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
10/11,Cagliari,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
10/11,Parma,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
10/11,Catania,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
10/11,Bologna,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
10/11,Inter,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
10/11,Palermo,Home Win,0,0,0,0,1,0,4,0,0,0,0,0,4,-4,1
10/11,Fiorentina,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
10/11,Sampdoria,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Cagliari,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
10/11,Udinese,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
10/11,Lazio,Home Win,0,0,0,0,1,3,4,0,0,0,0,3,4,-1,1
10/11,Bari,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
10/11,Juventus,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
10/11,Chievo,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
10/11,Roma,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
10/11,Catania,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
10/11,Napoli,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
10/11,Brescia,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
10/11,Milan,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
10/11,Genoa,Home Win,0,0,0,0,1,2,3,0,0,0,0,2,3,-1,1
10/11,Parma,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
10/11,Cesena,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
10/11,Lecce,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
10/11,Sampdoria,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
10/11,Inter,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
10/11,Palermo,Away Win,0,0,1,0,0,3,2,3,0,0,3,3,2,1,1
10/11,Lazio,Away Win,0,0,1,0,0,4,1,3,0,0,3,4,1,3,1
10/11,Bari,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Bologna,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
10/11,Juventus,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Brescia,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
10/11,Cagliari,Draw,0,0,0,1,0,3,3,0,1,0,1,3,3,0,1
10/11,Udinese,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
10/11,Sampdoria,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
10/11,Cesena,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
10/11,Milan,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
10/11,Fiorentina,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
10/11,Lecce,Home Win,0,0,0,0,1,2,4,0,0,0,0,2,4,-2,1
10/11,Lazio,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
10/11,Catania,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
10/11,Napoli,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
10/11,Chievo,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Parma,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
10/11,Inter,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
10/11,Genoa,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Roma,Away Win,0,0,1,0,0,3,2,3,0,0,3,3,2,1,1
10/11,Cagliari,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
10/11,Lecce,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Udinese,Home Win,0,0,0,0,1,2,5,0,0,0,0,2,5,-3,1
10/11,Bologna,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Palermo,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
10/11,Brescia,Draw,0,0,0,1,0,3,3,0,1,0,1,3,3,0,1
10/11,Juventus,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
10/11,Bari,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
10/11,Milan,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Parma,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
10/11,Catania,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
10/11,Cesena,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
10/11,Sampdoria,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
10/11,Fiorentina,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
10/11,Napoli,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
10/11,Lazio,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
10/11,Chievo,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
10/11,Genoa,Home Win,0,0,0,0,1,2,4,0,0,0,0,2,4,-2,1
10/11,Cagliari,Home Win,0,0,0,0,1,1,4,0,0,0,0,1,4,-3,1
10/11,Lecce,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
10/11,Roma,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
10/11,Brescia,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Udinese,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
10/11,Bologna,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
10/11,Inter,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
10/11,Juventus,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
10/11,Palermo,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
10/11,Bari,Away Win,0,0,1,0,0,4,0,3,0,0,3,4,0,4,1
10/11,Fiorentina,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
10/11,Parma,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
10/11,Cesena,Home Win,0,0,0,0,1,2,3,0,0,0,0,2,3,-1,1
10/11,Catania,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
10/11,Napoli,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
10/11,Lazio,Away Win,0,0,1,0,0,4,2,3,0,0,3,4,2,2,1
10/11,Chievo,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
10/11,Sampdoria,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
10/11,Milan,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Lazio,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
11/12,Napoli,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
11/12,Siena,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Novara,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
11/12,Bologna,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Atalanta,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
11/12,Parma,Home Win,0,0,0,0,1,1,4,0,0,0,0,1,4,-3,1
11/12,Udinese,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
11/12,Inter,Home Win,0,0,0,0,1,3,4,0,0,0,0,3,4,-1,1
11/12,Cagliari,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
11/12,Novara,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
11/12,Roma,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Palermo,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
11/12,Lecce,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
11/12,Cesena,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
11/12,Genoa,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
11/12,Milan,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
11/12,Chievo,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
11/12,Juventus,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
11/12,Fiorentina,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Inter,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
11/12,Lazio,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
11/12,Napoli,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
11/12,Parma,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
11/12,Catania,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
11/12,Bologna,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
11/12,Atalanta,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
11/12,Udinese,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
11/12,Cagliari,Home Win,0,0,0,0,1,2,3,0,0,0,0,2,3,-1,1
11/12,Siena,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
11/12,Inter,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
11/12,Cesena,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
11/12,Fiorentina,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Novara,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
11/12,Udinese,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Juventus,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
11/12,Genoa,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
11/12,Palermo,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Roma,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
11/12,Lecce,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
11/12,Napoli,Away Win,0,0,1,0,0,3,0,3,0,0,3,3,0,3,1
11/12,Atalanta,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
11/12,Chievo,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Lazio,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
11/12,Milan,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Cagliari,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
11/12,Catania,Draw,0,0,0,1,0,3,3,0,1,0,1,3,3,0,1
11/12,Siena,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Genoa,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
11/12,Bologna,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Inter,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
11/12,Palermo,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
11/12,Parma,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
11/12,Udinese,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Siena,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Fiorentina,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Juventus,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Lecce,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Roma,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
11/12,Bologna,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
11/12,Catania,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
11/12,Genoa,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
11/12,Lazio,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
11/12,Napoli,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Chievo,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
11/12,Milan,Away Win,0,0,1,0,0,4,3,3,0,0,3,4,3,1,1
11/12,Atalanta,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
11/12,Palermo,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
11/12,Cesena,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Novara,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
11/12,Fiorentina,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
11/12,Inter,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
11/12,Cagliari,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
11/12,Bologna,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
11/12,Roma,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
11/12,Catania,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
11/12,Parma,Home Win,0,0,0,0,1,1,4,0,0,0,0,1,4,-3,1
11/12,Udinese,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Siena,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
11/12,Lecce,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Napoli,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
11/12,Juventus,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
11/12,Milan,Away Win,0,0,1,0,0,3,2,3,0,0,3,3,2,1,1
11/12,Atalanta,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
11/12,Lazio,Away Win,0,0,1,0,0,3,0,3,0,0,3,3,0,3,1
11/12,Genoa,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
11/12,Novara,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
11/12,Cesena,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Chievo,Home Win,0,0,0,0,1,1,4,0,0,0,0,1,4,-3,1
11/12,Palermo,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
11/12,Roma,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
11/12,Bologna,Home Win,0,0,0,0,1,1,3,0,0,0,0,1,3,-2,1
11/12,Cagliari,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
11/12,Lecce,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
11/12,Fiorentina,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
11/12,Parma,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
11/12,Catania,Home Win,0,0,0,0,1,0,4,0,0,0,0,0,4,-4,1
11/12,Siena,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
11/12,Milan,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Cagliari,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
11/12,Lazio,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Cesena,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
11/12,Chievo,Away Win,0,0,1,0,0,2,1,3,0,0,3,2,1,1,1
11/12,Novara,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
11/12,Palermo,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
11/12,Udinese,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Lecce,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
11/12,Atalanta,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
11/12,Roma,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Napoli,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
11/12,Juventus,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
11/12,Catania,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
11/12,Parma,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
11/12,Bologna,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
11/12,Genoa,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Chievo,Home Win,0,0,0,0,1,0,4,0,0,0,0,0,4,-4,1
11/12,Fiorentina,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Inter,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
11/12,Juventus,Draw,0,0,0,1,0,3,3,0,1,0,1,3,3,0,1
11/12,Milan,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
11/12,Udinese,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
11/12,Lecce,Home Win,0,0,0,0,1,2,4,0,0,0,0,2,4,-2,1
11/12,Siena,Home Win,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,1
11/12,Cagliari,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
11/12,Atalanta,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Roma,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
11/12,Cesena,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Palermo,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Novara,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
11/12,Fiorentina,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Lazio,Away Win,0,0,1,0,0,3,2,3,0,0,3,3,2,1,1
11/12,Cesena,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
11/12,Genoa,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
11/12,Catania,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
11/12,Milan,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
11/12,Parma,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Napoli,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
11/12,Chievo,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
11/12,Juventus,Draw,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1
11/12,Inter,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
11/12,Cagliari,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Atalanta,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
11/12,Siena,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Palermo,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Inter,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
11/12,Bologna,Home Win,0,0,0,0,1,1,2,0,0,0,0,1,2,-1,1
11/12,Novara,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Udinese,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
11/12,Roma,Away Win,0,0,1,0,0,3,1,3,0,0,3,3,1,2,1
11/12,Lecce,Draw,0,0,0,1,0,3,3,0,1,0,1,3,3,0,1
11/12,Milan,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
11/12,Fiorentina,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Cesena,Home Win,0,0,0,0,1,1,4,0,0,0,0,1,4,-3,1
11/12,Roma,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
11/12,Lecce,Home Win,0,0,0,0,1,1,4,0,0,0,0,1,4,-3,1
11/12,Chievo,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Genoa,Home Win,0,0,0,0,1,1,6,0,0,0,0,1,6,-5,1
11/12,Palermo,Draw,0,0,0,1,0,2,2,0,1,0,1,2,2,0,1
11/12,Catania,Draw,0,0,0,1,0,3,3,0,1,0,1,3,3,0,1
11/12,Juventus,Draw,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11/12,Parma,Home Win,0,0,0,0,1,0,5,0,0,0,0,0,5,-5,1
11/12,Lazio,Home Win,0,0,0,0,1,0,4,0,0,0,0,0,4,-4,1
11/12,Milan,Away Win,0,0,1,0,0,2,0,3,0,0,3,2,0,2,1
11/12,Catania,Home Win,0,0,0,0,1,0,2,0,0,0,0,0,2,-2,1
11/12,Genoa,Home Win,0,0,0,0,1,0,3,0,0,0,0,0,3,-3,1
11/12,Juventus,Away Win,0,0,1,0,0,1,0,3,0,0,3,1,0,1,1
11/12,Fiorentina,Away Win,0,0,1,0,0,3,0,3,0,0,3,3,0,3,1
